Date,Metric,CPI_Value
1999-07-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",163.9
1999-08-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",164.2
1999-09-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",164.6
1999-10-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",165.0
1999-11-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",165.3
1999-12-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",165.5
2000-01-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",165.6
2000-02-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",166.2
2000-03-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",166.5
2000-04-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",166.7
2000-05-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",167.3
2000-06-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",167.4
2000-07-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",168.3
2000-08-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",168.7
2000-09-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",168.9
2000-10-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",169.0
2000-11-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",169.2
2000-12-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",170.0
2001-01-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",170.3
2001-02-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",171.2
2001-03-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",171.7
2001-04-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",172.1
2001-05-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",172.4
2001-06-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",173.1
2001-07-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",173.6
2001-08-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",174.0
2001-09-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",174.2
2001-10-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",174.8
2001-11-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",174.9
2001-12-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",174.7
2002-01-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",175.3
2002-02-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",175.7
2002-03-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",176.1
2002-04-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",176.4
2002-05-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",175.8
2002-06-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",175.9
2002-07-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",176.1
2002-08-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",176.1
2002-09-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",176.5
2002-10-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",176.4
2002-11-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",176.9
2002-12-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",177.1
2003-01-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",177.1
2003-02-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",178.1
2003-03-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",178.4
2003-04-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",178.5
2003-05-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",178.8
2003-06-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",179.7
2003-07-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",179.8
2003-08-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",180.5
2003-09-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",180.9
2003-10-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",181.6
2003-11-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",182.6
2003-12-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",183.5
2004-01-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",183.4
2004-02-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",183.9
2004-03-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",184.2
2004-04-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",184.6
2004-05-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",186.1
2004-06-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",186.4
2004-07-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",186.8
2004-08-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",187.0
2004-09-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",186.9
2004-10-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",187.8
2004-11-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",188.4
2004-12-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",188.4
2005-01-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",188.7
2005-02-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",188.6
2005-03-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",189.1
2005-04-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",190.4
2005-05-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",190.6
2005-06-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",190.5
2005-07-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",190.9
2005-08-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",191.1
2005-09-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",191.5
2005-10-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",192.0
2005-11-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",192.6
2005-12-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",192.9
2006-01-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",193.6
2006-02-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",193.7
2006-03-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",194.0
2006-04-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",193.8
2006-05-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",194.1
2006-06-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",194.7
2006-07-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",195.2
2006-08-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",195.7
2006-09-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",196.3
2006-10-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",196.9
2006-11-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",197.0
2006-12-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",197.1
2007-01-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",198.378
2007-02-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",199.736
2007-03-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",200.432
2007-04-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",200.952
2007-05-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",201.735
2007-06-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",202.557
2007-07-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",203.232
2007-08-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",204.008
2007-09-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",205.003
2007-10-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",205.651
2007-11-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",206.493
2007-12-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",206.874
2008-01-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",208.126
2008-02-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",208.901
2008-03-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",209.324
2008-04-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",211.127
2008-05-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",212.019
2008-06-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",213.333
2008-07-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",215.434
2008-08-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",216.528
2008-09-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",217.768
2008-10-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",218.667
2008-11-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",219.070
2008-12-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",219.073
2009-01-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",219.234
2009-02-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",218.949
2009-03-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",218.510
2009-04-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",218.175
2009-05-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",217.813
2009-06-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",217.813
2009-07-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",217.387
2009-08-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",217.376
2009-09-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",217.258
2009-10-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",217.452
2009-11-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",217.581
2009-12-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",217.904
2010-01-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",218.489
2010-02-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",218.552
2010-03-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",218.990
2010-04-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",219.209
2010-05-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",219.331
2010-06-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",219.285
2010-07-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",219.234
2010-08-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",219.480
2010-09-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",220.219
2010-10-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",220.521
2010-11-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",220.946
2010-12-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",221.215
2011-01-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",222.469
2011-02-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",223.504
2011-03-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",225.213
2011-04-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",226.072
2011-05-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",226.940
2011-06-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",227.515
2011-07-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",228.482
2011-08-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",229.634
2011-09-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",230.682
2011-10-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",230.899
2011-11-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",231.118
2011-12-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",231.557
2012-01-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",232.213
2012-02-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",232.140
2012-03-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",232.591
2012-04-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",233.044
2012-05-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",233.219
2012-06-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",233.683
2012-07-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",233.845
2012-08-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",234.244
2012-09-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",234.404
2012-10-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",234.843
2012-11-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",235.253
2012-12-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",235.677
2013-01-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",236.011
2013-02-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",235.992
2013-03-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",236.213
2013-04-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",236.655
2013-05-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",236.454
2013-06-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",236.980
2013-07-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",237.184
2013-08-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",237.451
2013-09-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",237.519
2013-10-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",237.750
2013-11-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",237.947
2013-12-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",238.182
2014-01-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",238.492
2014-02-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",239.408
2014-03-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",240.447
2014-04-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",241.241
2014-05-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",242.408
2014-06-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",242.646
2014-07-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",243.235
2014-08-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",243.792
2014-09-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",244.480
2014-10-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",244.866
2014-11-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",245.394
2014-12-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",246.237
2015-01-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",246.197
2015-02-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",246.495
2015-03-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",246.072
2015-04-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",246.002
2015-05-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",246.239
2015-06-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",246.937
2015-07-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",247.157
2015-08-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",247.742
2015-09-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",248.492
2015-10-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",248.755
2015-11-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",248.525
2015-12-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",248.206
2016-01-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",248.353
2016-02-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",248.606
2016-03-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",248.029
2016-04-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",248.235
2016-05-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",247.856
2016-06-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",247.683
2016-07-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",247.658
2016-08-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",247.746
2016-09-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",247.772
2016-10-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",247.812
2016-11-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",247.741
2016-12-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",247.725
2017-01-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",248.065
2017-02-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",248.735
2017-03-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",249.244
2017-04-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",249.589
2017-05-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",249.972
2017-06-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",249.770
2017-07-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",250.185
2017-08-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",250.469
2017-09-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",250.826
2017-10-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",251.048
2017-11-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",251.195
2017-12-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",251.716
2018-01-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",252.377
2018-02-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",252.264
2018-03-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",252.365
2018-04-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",252.867
2018-05-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",252.864
2018-06-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",253.167
2018-07-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",253.598
2018-08-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",253.949
2018-09-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",254.302
2018-10-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",254.170
2018-11-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",254.887
2018-12-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",255.877
2019-01-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",256.533
2019-02-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",257.253
2019-03-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",257.681
2019-04-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",257.325
2019-05-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",257.818
2019-06-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",257.952
2019-07-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",258.059
2019-08-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",258.288
2019-09-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",258.865
2019-10-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",259.434
2019-11-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",260.048
2019-12-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",260.483
2020-01-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",261.293
2020-02-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",261.962
2020-03-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",262.622
2020-04-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",266.370
2020-05-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",268.086
2020-06-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",269.553
2020-07-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",268.532
2020-08-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",268.957
2020-09-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",269.043
2020-10-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",269.653
2020-11-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",269.636
2020-12-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",270.781
2021-01-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",271.223
2021-02-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",271.498
2021-03-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",271.756
2021-04-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",272.761
2021-05-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",273.890
2021-06-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",276.002
2021-07-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",277.759
2021-08-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",278.985
2021-09-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",281.299
2021-10-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",283.972
2021-11-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",286.057
2021-12-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",287.798
2022-01-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",290.144
2022-02-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",292.978
2022-03-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",295.713
2022-04-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",298.363
2022-05-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",301.684
2022-06-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",304.845
2022-07-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",308.083
2022-08-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",310.739
2022-09-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",312.835
2022-10-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",315.023
2022-11-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",316.500
2022-12-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",317.798
2023-01-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",319.421
2023-02-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",320.651
2023-03-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",320.797
2023-04-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",321.209
2023-05-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",321.933
2023-06-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",322.406
2023-07-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",323.046
2023-08-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",323.957
2023-09-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",324.332
2023-10-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",325.424
2023-11-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",325.808
2023-12-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",326.442
2024-01-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",327.575
2024-02-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",327.803
2024-03-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",328.004
2024-04-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",328.413
2024-05-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",328.864
2024-06-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",329.651
2024-07-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",330.142
2024-08-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",330.644
2024-09-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",331.716
2024-10-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",332.418
2024-11-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",333.492
2024-12-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",334.456
2025-01-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",335.671
2025-02-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",336.223
2025-03-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",337.686
2025-04-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",337.424
2025-05-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",338.386
2025-06-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",339.498
2025-07-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",339.652
2025-08-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",341.208
2025-09-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",342.054
2025-10-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",-
2025-11-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",342.262
2025-12-01,"Food in U.S. city average, all urban consumers, seasonally adjusted",344.693
1997-01-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",173.8
1997-02-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",174.3
1997-03-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",174.6
1997-04-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",175.1
1997-05-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",175.6
1997-06-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",176.0
1997-07-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",176.5
1997-08-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",177.0
1997-09-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",177.4
1997-10-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",177.9
1997-11-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",178.4
1997-12-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",178.9
1998-01-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",179.4
1998-02-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",179.8
1998-03-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",180.3
1998-04-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",180.8
1998-05-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",181.4
1998-06-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",181.8
1998-07-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",182.1
1998-08-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",182.8
1998-09-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",183.4
1998-10-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",184.0
1998-11-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",184.5
1998-12-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",185.0
1999-01-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",185.1
1999-02-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",185.3
1999-03-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",185.7
1999-04-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",186.3
1999-05-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",186.6
1999-06-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",187.0
1999-07-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",187.5
1999-08-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",187.8
1999-09-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",188.4
1999-10-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",188.6
1999-11-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",189.2
1999-12-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",189.5
2000-01-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",190.6
2000-02-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",190.9
2000-03-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",191.6
2000-04-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",191.9
2000-05-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",192.4
2000-06-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",193.1
2000-07-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",193.6
2000-08-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",194.1
2000-09-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",194.7
2000-10-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",195.3
2000-11-01,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",195.8
